Title,Year,Mileage,Power,Price,Location,Image_URL
FiatmGrande Punto Evo 2011 133.000km Novo,2011,"130,000 km",55 kW (74 Hp),"5.200
 €",Битола,//reklama5.mk/photos/big/b155e5bf-64ca-49ba-b0d3-e88039c461c8.jpg
MAZDA 3 1.6CD 2011,2012,"200,000 km",85 kW (114 Hp),"5.550
 €",Битола,//reklama5.mk/photos/big/6acf1d9d-c3f3-4742-a519-847e18d8e144.jpg
BMW 320D E90 Facelift 2009 Godina,2009,"200,000 km",130 kW (174 Hp),"6.500
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/18881c60-1fb2-4dea-aef7-dbfbc0dd13de.jpg
VOLVO XC60 D4  INSCRIPTION-R AWD,2017,"200,000 km",140 kW (188 Hp),"29.490
 €",Битола,//reklama5.mk/photos/big/2ec85f57-0f79-48da-8b49-80e3f897c396.jpg
Audi A4 2.0 TDI 177KS,2009,"250,000 km",143 kW (192 Hp),По Договор,Свети Николе,//reklama5.mk/photos/big/0fd918fd-6754-42ba-bbb2-afca4350baac.jpg
Opel Crossland X 1.5 TD 88kW AUTOMATIC,2022,"150,000 km",88 kW (118 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/cceabc60-73ab-4c8f-bc98-28cf7994dcf5.jpg
Opel Crossland X 1.5 TURBO D 81kW Elegance,2021,"70,000 km",81 kW (109 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/dc90a3c5-f851-406a-826b-e91fb1d4f506.jpg
RENAULT RENO MEGANE 1.2 SO 96.000KM,2018,"95,000 km",73 kW (98 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/e8e18c49-5bd0-4787-872d-ea2d9bb4626d.jpg
RANGE ROVER EVQUE 2.0 DIZEL 4X4 2017g. 150ks FACELIFT,2017,"150,000 km",110 kW (148 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/fe5fcf2c-d915-4fe4-8e63-4061352bc6a3.jpg
Mini cooper Countryman,2015,"190,000 km",82 kW (110 Hp),"1
 €",Илинден / Скопје,//reklama5.mk/photos/big/aa2102cf-1d9d-41e3-ac9f-fe0e8c9b21d8.jpg
VW GOLF VI 1.6 TDI 66kW(90Hp) 2012 NEUVEZUVAN,2012,"160,000 km",66 kW (89 Hp),"7.200
 €",Карпош / Скопје,//reklama5.mk/photos/big/7996a88a-1b4a-49b6-9253-fa252cce21dc.jpg
Prodavam Passat 1.9 TDI 2008 god.,2008,"250,000 km",77 kW (103 Hp),"6.300
 €",Штип,//reklama5.mk/photos/big/3c2b52db-63e6-49d2-9292-1abe4c515a02.jpg
VW TIGUAN 2.0TDI 150ks DSG PERFEKTNA,2019,"190,000 km",110 kW (148 Hp),"21.499
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/94df43ff-8b18-4c2e-a477-961726382a4e.jpg
Mazda 2 1.3 2009 godina uvoz Svajcarija 130000 km,2009,"200,000 km",63 kW (84 Hp),"3.400
 €",Куманово,//reklama5.mk/photos/big/d521f9b8-2b05-4134-a269-d75709deab20.jpg
VW POLO 1.6TDI 55KW PERFEKTNO,2010,"190,000 km",55 kW (74 Hp),"5.799
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/7fac8591-8434-4b8d-8724-c3c8e622c306.jpg
Mazda 2 1.3 63kw 2008 uvoz Svajcarija TOP !!!!,2008,"180,000 km",63 kW (84 Hp),"4.000
 €",Куманово,//reklama5.mk/photos/big/65744c38-1c80-4d88-bf80-673dbae0754d.jpg
OPEL ASTRA 1.7CDTI 81kw COSMO,2014,"190,000 km",81 kW (109 Hp),"7.500
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/e14169c1-b0fc-4cf5-8a4c-2d10d0dc410f.jpg
"Mazda 2 2009 god  1.5 sport , uvoz svajcarija, Full oprema",2009,"190,000 km",76 kW (102 Hp),"4.000
 €",Куманово,//reklama5.mk/photos/big/a9173b35-5ea5-4bb5-bff5-983c7146907d.jpg
AUDI A3 1.6TDI 77KW PERFEKTNO,2013,"190,000 km",77 kW (103 Hp),"10.599
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/8b129d59-c4c3-4d3c-ad39-923a600a382f.jpg
VOLKSWAGEN GOLF 6,2010,"200,000 km",90 kW (121 Hp),"6.800
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/ecb99441-e3bf-434b-a17d-45f445d0beb4.jpg
Peugeot 206,1999,"180,000 km",44 kW (59 Hp),"950
 €",Куманово,//reklama5.mk/photos/big/ef93ed5b-56cb-4575-b86b-3fc52a8ecd97.jpg
AUDI A3 2.0TDI FULL LED,2009,"200,000 km",103 kW (138 Hp),"1
 €",Крива Паланка,//reklama5.mk/photos/big/994c8d42-1b2b-4fb0-bfdb-5858bb0beac5.jpg
CITROEN C4 1.6 HDI,2017,"200,000 km",73 kW (98 Hp),"1
 €",Крива Паланка,//reklama5.mk/photos/big/5b2b259f-de0a-4d83-b2ce-04e5350336da.jpg
Citroën DS3 1.6THP 155HP,2011,"160,000 km",115 kW (154 Hp),"6.500
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/afd2911b-0e2a-4b7d-81c0-826218c95098.jpg
Peugeot 208 1.2 benzin NOV fabrika,2014,"100,000 km",80 kW (107 Hp),"6.100
 €",Битола,//reklama5.mk/photos/big/2c4e3cf2-97f8-4fab-80a8-3d0f3c1134d7.jpg
BMW 318d LCI,2010,"300,000 km",100 kW (134 Hp),"7.500
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/3125bba0-f3be-4f5e-afb5-0a741f1f398e.jpg
Renault Kadjar 2018,2018,"170,000 km",81 kW (109 Hp),"15.200
 €",Штип,//reklama5.mk/photos/big/ccbd9d53-10ad-4b1b-88e6-f6bfca92809c.jpg
Audi A7,2011,"200,000 km",180 kW (241 Hp),"19.000
 €",Кичево,//reklama5.mk/photos/big/72f0739f-ac55-4b20-aef7-60da690e4408.jpg
Renault Megane reg cela god,2006,"180,000 km",63 kW (84 Hp),"2.450
 €",Карпош / Скопје,//reklama5.mk/photos/big/6a6acf1a-952f-4e3c-ade0-8c9d7b6f2bec.jpg
BMW 520 d mpaket,2011,"250,000 km",135 kW (181 Hp),"15.000
 €",Кичево,//reklama5.mk/photos/big/3ad14c5e-a1ec-460c-8a54-b0fd6cae0704.jpg
Prod. Ford Focus 1.8 tdci 2004 god.74 kw 101 ks,2004,"190,000 km",74 kW (99 Hp),"2.400
 €",Карпош / Скопје,//reklama5.mk/photos/big/e6e958df-249b-44c7-8de8-f278a15e013a.jpg
"Passat 2,0 tdi",2011,"200,000 km",125 kW (168 Hp),"11.500
 €",Кичево,//reklama5.mk/photos/big/d231826c-c5c2-40db-94f0-5fe99afa3269.jpg
Passat cc,2010,"250,000 km",125 kW (168 Hp),"9.500
 €",Кичево,//reklama5.mk/photos/big/5901d4e4-6027-41fc-a93e-ad8c43c384be.jpg
"Seat leon 1,6 tdi",2010,"250,000 km",77 kW (103 Hp),"5.800
 €",Кичево,//reklama5.mk/photos/big/e83d3b05-ef52-49ac-8067-7ffd28e51470.jpg
Opel CORSA C 2006 BENZIN/PLIN ODLICNA!!!,2006,"160,000 km",44 kW (59 Hp),"2.100
 €",Прилеп,//reklama5.mk/photos/big/33595346-b263-40cc-90c5-22f58e4bb87a.jpg
VW TOURAN 1.6 TDI 105 ks -EKSTRA,2014,"190,000 km",77 kW (103 Hp),"7.750
 €",Бутел / Скопје,//reklama5.mk/photos/big/6ae2856f-34bc-4373-8d77-f4836b5300b6.jpg
BMW 116D 2012 godina,2012,"200,000 km",85 kW (114 Hp),"9.500
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/a5246853-d0e6-402f-9e52-fbaad2f3e6d2.jpg
VW CADDY 1.6 Dizel 2014 Neuvezeno,2014,"120,000 km",76 kW (102 Hp),"9.500
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/c41e21cc-3308-4fe2-b890-86d1584552e5.jpg
OPEL INSIGNIA 2.0cdti REG.SO ZELEN KARTON,2009,"250,000 km",118 kW (158 Hp),"6.500
 €",Кочани,//reklama5.mk/photos/big/8ee1caf5-a986-48e9-ae2e-92fa29aa1a09.jpg
OPEL ANTARA 4X4,2007,"170,000 km",110 kW (148 Hp),"6.600
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/3ee06807-05ef-4947-8b82-663ddabea148.jpg
Prodavam Mercedes C-180 vo perfektna sostojba,2012,"300,000 km",90 kW (121 Hp),"10.400
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/b44812a8-74b8-449d-9d6b-6a937b3d42f7.jpg
AUDI  A4  2.OTDI  143ks  2008g,2008,"250,000 km",105 kW (141 Hp),"7.700
 €",Битола,//reklama5.mk/photos/big/3eed64d7-d634-49cc-a396-65877a70a427.jpg
"NISSAN PATHFINDER 4x4 2.5 DCI, RACEN MENJAC + SPORI BRZINI",2006,"200,000 km",126 kW (169 Hp),"10.900
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/4aa35bd3-261a-4cde-80bf-1b342dd8845e.jpg
Se prodava opel antara 2.0 dizel full oprema,2008,"200,000 km",95 kW (127 Hp),"6.100
 €",Аеродром / Скопје,//reklama5.mk/photos/big/e91746b4-4992-4778-9e32-d185d50ba794.jpg
MAZDA 3 2.2 SKYACTIVE-D   150HP   2019,2019,"170,000 km",110 kW (148 Hp),"13.800
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/6d74b4aa-eaf2-4a1a-9c04-6be066ec69c9.jpg
Ford Focus neuvezuvan,2018,"85,000 km",70 kW (94 Hp),"10.000
 €",Битола,//reklama5.mk/photos/big/7f1ce990-0b33-4409-9369-57ca175b3ecd.jpg
BMW 218,2017,"50,000 km",150 kW (201 Hp),"1
 €",Сарај / Скопје,//reklama5.mk/photos/big/72494cee-9732-4963-ae5e-08ca6d2f729e.jpg
NISSAN QASHQAI 1.5 DCI 115 CROSSO ACENTA 2019 AUTO RISTESKI,2019,"140,000 km",85 kW (114 Hp),"15.899
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/de77c09c-8661-46e1-b54c-2a33982b2efa.jpg
VW TIGUAN 2.0 TDI 150 DSG  2022 GOD AUTO RISTESKI,2022,"160,000 km",110 kW (148 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/5276702e-91b1-40ee-9eea-3c37814c0ad1.jpg
PEUGEOT 3008 1.5 ALLURE  2020 EXTRA AUTO RISTESKI,2020,"150,000 km",96 kW (129 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/8154d78a-1640-469c-8ceb-e19f28e7c5a0.jpg
PEUGEOT 508 1.5 BLUEHDI AUTOM 2020 AUTO RISTESKI,2020,"130,000 km",96 kW (129 Hp),"16.200
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/04fb01fa-c6d2-46fb-b621-ebd2d0ae5124.jpg
HONDA CR-V 2.2 CDTI 2008 UVOZ SWISS,2008,"180,000 km",103 kW (138 Hp),"7.199
 €",Куманово,//reklama5.mk/photos/big/cdfdd9ef-a68c-435c-add5-424e4076d4cf.jpg
PEUGEOT 508 1.5 HDI 130 BUSINESS 2020 AUTOM AUTO RISTESKI,2020,"150,000 km",96 kW (129 Hp),"15.799
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/1eab2b0a-aaf3-4dd3-8c7a-c5fe9084cd40.jpg
PEUGEOT 5008 1.5 GT LINE AUTOM 2019 AUTO RISTESKI,2019,"160,000 km",96 kW (129 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/73d8ed27-69d2-4f67-83da-57d0e35839ad.jpg
Mercedes A 160,1998,"160,000 km",75 kW (101 Hp),"950
 €",Битола,//reklama5.mk/photos/big/e7645752-6815-4b44-b6fb-13fa3d2b6d3f.jpg
BMW 525 tds,1997,"350,000 km",106 kW (142 Hp),"1.700
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/cadbf77e-d71b-46b7-9571-7b883764c948.jpg
Fiat Grande Punto,2007,"250,000 km",55 kW (74 Hp),"3.100
 €",Кочани,//reklama5.mk/photos/big/a14d13fa-34d3-453d-b947-b61928fb1ca2.jpg
GOLF 5 1.9TDI  2007,2007,"200,000 km",77 kW (103 Hp),"4.400
 €",Прилеп,//reklama5.mk/photos/big/66fce59b-387e-45ed-8317-7079004d2d32.jpg
"ford fiesta 1,4 tdci VAN TOVARNA",2010,"250,000 km",55 kW (74 Hp),По Договор,Аеродром / Скопје,//reklama5.mk/photos/big/100b35fb-082f-49ca-8d0d-52a649259e0e.jpg
Fiat Punto EVO 1.3 MultiJet 2011,2011,"200,000 km",62 kW (83 Hp),"4.600
 €",Росоман / Кавадарци,//reklama5.mk/photos/big/13f12b3b-e517-4ef7-a010-44d62173d7f4.jpg
Novi i polovni delovi za mercedes i servis,2006,"100,000 km",136 kW (182 Hp),"1
 €",Кавадарци,//reklama5.mk/photos/big/ba6ed1bb-35ac-45a3-b684-a66a5207b90f.jpg
BMW 120d 163ks,2006,"190,000 km",163 kW (219 Hp),"4.800
 €",Струмица,//reklama5.mk/photos/big/d1747874-a0fe-429d-9267-24896be4cdca.jpg
VW POLO 1.0/PLINSKI URED/REGISTRIRANO DO 15.02.2026,1996,"190,000 km",33 kW (44 Hp),"820
 €",Бутел / Скопје,//reklama5.mk/photos/big/3e36f793-88f9-459f-aedb-1f0096b1ca23.jpg
EXTRA FORD FIESTA 1.4/FULL OPREMA/ZIMSKI GUMI/REG.DO 09/2025,2008,"190,000 km",59 kW (79 Hp),"2.400
 €",Бутел / Скопје,//reklama5.mk/photos/big/0320a04b-b69c-4122-9f60-b069866bebf3.jpg
DEWOO LANOS/ FULL OPREMA/ PLIN A-TEST/REG.DO FEBRUARI 2026,1999,"190,000 km",63 kW (84 Hp),"1.100
 €",Бутел / Скопје,//reklama5.mk/photos/big/85469880-87ec-4394-89fc-ef95fab8ddef.jpg
HUNDAY GETZ 1.4  BENZIN,2008,"15,000 km",55 kW (74 Hp),"1.000
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/b274a4f1-0de5-4336-b7f6-18775aa842d8.jpg
EXTRA SEAT IBIZA 1.2/FULL OPREMA/PLIN A-TEST/REG.DO 18.08.25,2008,"190,000 km",51 kW (68 Hp),"2.700
 €",Бутел / Скопје,//reklama5.mk/photos/big/b6f958f4-532a-4791-b4c5-6ffd53509131.jpg
TOP SUZUKI SWIFT PLIN A-TEST/REG.CELA GODINA,2001,"100,000 km",39 kW (52 Hp),"900
 €",Бутел / Скопје,//reklama5.mk/photos/big/ab4f7694-a92c-4a3d-b859-a63055df641d.jpg
VW BUBA R23/REG.CELA GOD.PLIN A-TEST/FULL OPREMA/LIMITED EDI,2003,"190,000 km",125 kW (168 Hp),"3.990
 €",Бутел / Скопје,//reklama5.mk/photos/big/3b98601c-e15e-4406-b6df-50e564b8ea98.jpg
Mini Cooper  1.6  2009,2009,"180,000 km",88 kW (118 Hp),"4.100
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/1e846053-c1f4-48b6-bdc0-66211417cedb.jpg
EXTRA FORD FIESTA 1.3 DURATEC/SO OPREMA/REG.DO 30.12.2025,2004,"160,000 km",50 kW (67 Hp),"2.150
 €",Бутел / Скопје,//reklama5.mk/photos/big/e335b0f3-254a-4572-aa6b-d2043fd14f9c.jpg
"NISSAN -QASKQAI 1.5 D.(pasat,bira,golf,passat)",2007,"150,000 km",78 kW (105 Hp),"5.350
 €",Кратово,//reklama5.mk/photos/big/481fd025-f8f9-470b-9c4b-9123421bf8ea.jpg
PRODAVAM PEUGEOT PEZO 107 BENZIN SWISSEDITION 2010 110.000KM,2010,"110,000 km",50 kW (67 Hp),"4.100
 €",Аеродром / Скопје,//reklama5.mk/photos/big/3b08ee37-773f-4ce0-8757-f237748b6295.jpg
Citron C4 Grant Picasso,2007,"250,000 km",80 kW (107 Hp),"3.200
 €",Виница,//reklama5.mk/photos/big/787c7042-09f7-4630-8b28-3b2a50f0612f.jpg
Peugeot 308 1.6e-HDI 2014God.,2014,"200,000 km",85 kW (114 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/466dd57a-48e7-4660-9fa2-dc8fe5cca8cd.jpg
Renault Clio 1.5DCI 2014god,2014,"190,000 km",66 kW (89 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/583e7121-281e-49be-8244-b45a7e8766d8.jpg
"CITROEN C4 PICASSO 2010 1.6 HDI 177.000 km AUTOMATIC, KUKA",2010,"170,000 km",80 kW (107 Hp),"4.200
 €",Аеродром / Скопје,//reklama5.mk/photos/big/8fd20dcc-143b-4246-881a-004fbd7611bd.jpg
BMW X1  2.0D S-Drive  143ks,2011,"190,000 km",105 kW (141 Hp),"9.350
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/21d977a5-b225-4377-b907-452702cc1244.jpg
VW GOLF 7 1.6 TDI 110Hp 2015,2015,"170,000 km",80 kW (107 Hp),"10.800
 €",Аеродром / Скопје,//reklama5.mk/photos/big/ef12422d-2bca-4dbd-b93f-d3c52e58b534.jpg
KIA VENGA 1.4 Benzin/Plin 2010 NEUVEZUVANA,2010,"130,000 km",66 kW (89 Hp),"4.400
 €",Аеродром / Скопје,//reklama5.mk/photos/big/ef010ff6-1cb8-47bd-a1d9-c66618b17939.jpg
Citroen C4 1.6HDI 2015god.,2015,"190,000 km",88 kW (118 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/50ce2f15-a5fb-4e62-b383-8a93041c5778.jpg
Продавам Jeep Renegade 111kw 151ks. 2019год.,2019,"100,000 km",111 kW (149 Hp),"15.500
 €",Аеродром / Скопје,//reklama5.mk/photos/big/f1243ae9-0aac-488e-b2ae-9d8bc578ab21.jpg
Range Rover Evoque 2.0TD4 4x4 2013god.,2013,"130,000 km",110 kW (148 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/fbc7e14c-47d7-4c8e-b2d8-bb47275950e2.jpg
Prodavam Skoda Karoq 2.0TDI - 2021 Godina,2021,"100,000 km",85 kW (114 Hp),"22.500
 €",Аеродром / Скопје,//reklama5.mk/photos/big/e0c0e6fb-0aed-4929-bf27-bcf41e25dc5e.jpg
Peugeot 208 1.4HDI 2012god,2012,"200,000 km",50 kW (67 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/2eede38f-963b-4cec-bb1d-33d32598316f.jpg
Volkswagen arteon,2018,"190,000 km",110 kW (148 Hp),"22.000
 €",Кочани,//reklama5.mk/photos/big/461f7a42-2083-47e0-ae46-92183fea6e44.jpg
Audi A3 1.6TDI 2010god.,2010,"170,000 km",77 kW (103 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/9a3d520b-6b15-43a2-92f8-beaf6be9eb74.jpg
Golf 6 2.0TDI 110ks 2009god HIGHLINE,2009,"170,000 km",81 kW (109 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/7820c9d0-3965-4d76-a835-d2a9d569f5d6.jpg
Seat Leon 1.6TDi 2011god COPA,2011,"190,000 km",77 kW (103 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/f354631f-f363-4076-948c-8a0883db981c.jpg
Opel Astra J 1.7CDTi 2011god. COSMO,2011,"200,000 km",92 kW (123 Hp),По Договор,Крива Паланка,//reklama5.mk/photos/big/3334e699-1d73-4d0f-b72c-03ac662ad8fa.jpg
Bmw 730 f01,2010,"250,000 km",245 kW (329 Hp),"16.500
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/eda75d47-d0ca-49ae-8b46-65cfa275ee96.jpg
Opel insignia 2.0 163 ks.2010god Registrirana cel god,2010,"190,000 km",120 kW (161 Hp),"6.999
 €",Прилеп,//reklama5.mk/photos/big/5fb610ab-ec3d-4e4e-bca3-b504aec694c9.jpg
Audi A6 3.0  204ks 2012g,2011,"250,000 km",150 kW (201 Hp),"15.500
 €",Велес,//reklama5.mk/photos/big/6b7931e5-21e2-4792-a095-a11b104b4887.jpg
CITROEN C3  1.4 HDI  2011god.,2011,"170,000 km",50 kW (67 Hp),"4.800
 €",Карпош / Скопје,//reklama5.mk/photos/big/87ad9a0c-e9b9-4492-8d92-5f16f0c32080.jpg
GOLF 5 DSG AUTOMATIK 2.0  TDI DSG 140 KS,2004,"190,000 km",103 kW (138 Hp),"4.100
 €",Бутел / Скопје,//reklama5.mk/photos/big/2f8b92d6-5bf1-429b-9b05-ad02c4d27d64.jpg
Vw Scirocco 1.4 TSI 160 HP PANORAMA,2010,"190,000 km",118 kW (158 Hp),"7.500
 €",Куманово,//reklama5.mk/photos/big/e3d04301-72f1-4129-b12e-f011e3375cc6.jpg
Seat Leon 1.6 TDI FR 2014 GOD,2014,"190,000 km",77 kW (103 Hp),"8.700
 €",Куманово,//reklama5.mk/photos/big/c8e02f3b-e2c3-491f-9512-f4370491b3f6.jpg
Odlicna cena za kes pasat b7 2.0 2011 god,2011,"15,000 km",103 kW (138 Hp),По Договор,Илинден / Скопје,//reklama5.mk/photos/big/0180a183-ea7c-4719-8748-601f61122146.jpg
Fiat punto evo multijet 1.3 2011 god,2011,"15,000 km",62 kW (83 Hp),По Договор,Илинден / Скопје,//reklama5.mk/photos/big/788364de-3c41-4e41-9b96-4098fac1a5c4.jpg
VW PASSAT B7 2012+WEBASTO,2012,"180,000 km",80 kW (107 Hp),"9.000
 €",Аеродром / Скопје,//reklama5.mk/photos/big/d03fef0a-ccfb-4b7d-af7e-a62a2901b2c5.jpg
HYUNDAI IX35 2.0 CRDI,2011,"170,000 km",100 kW (134 Hp),"8.600
 €",Аеродром / Скопје,//reklama5.mk/photos/big/be8c4e06-8c8b-48ea-a2b9-9a18742e2d68.jpg
Nissan Qashqai+2  1.6 DCI 131 KS Panorama 360 Cameri,2014,"190,000 km",96 kW (129 Hp),"1
 €",Куманово,//reklama5.mk/photos/big/f265e720-97fc-4a8e-9a13-75012aef7465.jpg
BMW F30 320D 2013 GOD Luxury,2013,"190,000 km",110 kW (148 Hp),По Договор,Куманово,//reklama5.mk/photos/big/c5cd08c4-af22-41b0-bd14-a2dabe6e97ec.jpg
Vw Golf 7 1.6 TDI DSG 2015 GOD,2015,"190,000 km",81 kW (109 Hp),"11.500
 €",Куманово,//reklama5.mk/photos/big/da1091db-20a6-4ea0-9842-d17e777381ef.jpg
BMW F10 530D 3.0 245 HP M-PAKET PANORAMA,2011,"190,000 km",170 kW (228 Hp),По Договор,Куманово,//reklama5.mk/photos/big/90a83573-5133-45b9-85f2-6dd7ccf958cd.jpg
Vw Passat B8 2.0 TDI 150 KS DSG,2015,"190,000 km",110 kW (148 Hp),"14.000
 €",Куманово,//reklama5.mk/photos/big/191d55d6-6e39-4ae7-b0e2-46cd943bc858.jpg
Skoda Superb 2.0 TDI FACELIFT 2018 GOD,2018,"160,000 km",110 kW (148 Hp),"1
 €",Куманово,//reklama5.mk/photos/big/3e0a7e16-fdee-4b63-8821-59f19f25dedc.jpg
VW TIGUAN  2.0 TDI DSG 4MOTION 4X4 2017 GOD,2017,"190,000 km",110 kW (148 Hp),По Договор,Куманово,//reklama5.mk/photos/big/95d016ad-de3d-4d4b-878e-e07b2062c51f.jpg
Mercedes B200 150 HP SPORT PAKET 2020 GOD,2020,"150,000 km",112 kW (150 Hp),По Договор,Куманово,//reklama5.mk/photos/big/745defa2-99e3-4bc2-8604-64db6556cbf1.jpg
DODGE CHARGER 6.4 SRT8 700 HP MOZNA ZAMENA,2013,"130,000 km",310 kW (416 Hp),По Договор,Куманово,//reklama5.mk/photos/big/056dc9c4-b754-4c74-9520-08dce6707874.jpg
Jaguar XF 3.0D 275 HP 2010 GOD DEFEKT,2010,"190,000 km",180 kW (241 Hp),"5.200
 €",Илинден / Скопје,//reklama5.mk/photos/big/ea0ce947-c8e7-4cd7-bbe5-d2a3c19bdd57.jpg
VW Golf7 DSG Highline!!!,2016,"150,000 km",81 kW (109 Hp),"12.300
 €",Крива Паланка,//reklama5.mk/photos/big/442472a9-9668-4b2d-bf6f-238ebbc18394.jpg
BMW X3 2.0XD 184ks Xdrive 4x4,2012,"190,000 km",130 kW (174 Hp),"12.500
 €",Крива Паланка,//reklama5.mk/photos/big/1b4fa9ce-be97-4269-a83a-5284ff5dd24f.jpg
Hyundai I20 2015god!!!,2015,"160,000 km",55 kW (74 Hp),"7.999
 €",Крива Паланка,//reklama5.mk/photos/big/a8242bb9-64f1-4aa1-a08c-a5e5bbf5bda6.jpg
BMW X3 avtomatik,2006,"250,000 km",160 kW (215 Hp),"6.999
 €",Крива Паланка,//reklama5.mk/photos/big/608fb98d-ac92-4f27-bfc2-b21e38b4cbd8.jpg
SEAT LEON SPORT - 2011 GODINA,2011,"100,000 km",117 kW (157 Hp),"7.800
 €",Карпош / Скопје,//reklama5.mk/photos/big/4d5cca2f-0494-4ba2-b479-1c7be401e2af.jpg
RENAULT CLIO 1.5 - TOVARNO,2019,"90,000 km",55 kW (74 Hp),"7.490
 €",Карпош / Скопје,//reklama5.mk/photos/big/5f2b08ca-0e61-45ac-9643-790f4ec994c6.jpg
Peugeot 207 1.4hdi registritno+servisirano,2008,"160,000 km",50 kW (67 Hp),"3.700
 €",Крива Паланка,//reklama5.mk/photos/big/b130ffb5-6ca4-4048-8c2a-7a525701b3f5.jpg
Opel AstraK 1.0ecotec (turbo) avtomatik!!!,2018,"35,000 km",77 kW (103 Hp),"15.000
 €",Крива Паланка,//reklama5.mk/photos/big/ca04f0f6-eb43-4f17-bb51-dc6a296614e0.jpg
VOLVO XC90 - 2016 GOD.,2016,"200,000 km",165 kW (221 Hp),"32.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/f8233764-03b9-4f46-850a-249d537b830f.jpg
BMW 118 2011,2011,"250,000 km",85 kW (114 Hp),"5.900
 €",Илинден / Скопје,//reklama5.mk/photos/big/b8a811a3-03b9-4df9-958e-72dc8c532f84.jpg
VW POLO 1.2BENZIN ***44KW-60KS***2009GODINA**UNITEND**,2009,"150,000 km",44 kW (59 Hp),"3.750
 €",Битола,//reklama5.mk/photos/big/d64dc66e-0d11-49f7-bd1c-1fe88a19814a.jpg
SEAT IBIZA 1.6(77KW)TDI 2010 GODINA,2010,"170,000 km",77 kW (103 Hp),"5.000
 €",Долнени / Прилеп,//reklama5.mk/photos/big/a6e50168-daf5-4c74-97c7-042e96fa8c9e.jpg
VW Passat CC 5sedista,2012,"200,000 km",125 kW (168 Hp),"9.500
 €",Крива Паланка,//reklama5.mk/photos/big/b1f1032f-eea1-470e-8865-95995df65f9f.jpg
KANGOO 1.5 - 2018 GODINA,2018,"95,000 km",66 kW (89 Hp),"8.890
 €",Карпош / Скопје,//reklama5.mk/photos/big/7e781f82-705f-45de-ad22-74e1e69802a2.jpg
MINI ONE,2002,"140,000 km",66 kW (89 Hp),"3.200
 €",Битола,//reklama5.mk/photos/big/16bb95f8-a820-48fe-972e-e4dac19dd224.jpg
Mini Cooper 1.6D cisto nov,2011,"160,000 km",80 kW (107 Hp),"5.600
 €",Крива Паланка,//reklama5.mk/photos/big/a9555421-073e-40df-b5aa-b67acfdbc1b2.jpg
Peugeot 208 100ks - 2022 god.,2022,"95,000 km",74 kW (99 Hp),"13.990
 €",Карпош / Скопје,//reklama5.mk/photos/big/cccbe6e3-f90f-4e70-85b4-30398871309c.jpg
Mercedes A200d Sport FULL Led New Face,2017,"150,000 km",100 kW (134 Hp),"15.300
 €",Крива Паланка,//reklama5.mk/photos/big/d311e69b-048c-4ff5-a96d-982e85f85ac9.jpg
Nissan X-trail,2015,"200,000 km",96 kW (129 Hp),"15.700
 €",Карпош / Скопје,//reklama5.mk/photos/big/a3a0fe75-8188-4ce9-8a02-0424e7285781.jpg
