Title,Year,Mileage,Power,Price,Location,Image_URL
Audi A6 3.0 TDI QUATTRO 2005,2005,"250,000 km",165 kW (221 Hp),"7.499
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/5cacde8b-2e46-4f81-9264-60ee924d7874.jpg
Volkswagen Golf 5 1.9 TDI – GT (оригинал по книшка),2007,"250,000 km",77 kW (103 Hp),"4.999
 €",Македонска Каменица / Делчево,//reklama5.mk/photos/big/26b33b89-2fac-45fe-9f37-0ea19200512c.jpg
Vw Golf 6 2.0TDI 110KS 2009/8 Trendline Plateni Site Davacki,2009,"250,000 km",81 kW (109 Hp),"5.999
 €",Бутел / Скопје,//reklama5.mk/photos/big/b3557805-7118-472a-9be7-1138c5f7b1dd.jpg
Volkswagen Golf 6,2011,"190,000 km",77 kW (103 Hp),"6.499
 €",Неготино,//reklama5.mk/photos/big/d7903eed-a733-4c34-9110-5d0dc6c6ce00.jpg
Nissan Qashqai 1.5 Dci 2008g,2008,"190,000 km",77 kW (103 Hp),"5.590
 €",Штип,//reklama5.mk/photos/big/93ab170a-8b70-48f6-a927-38e4d50d738c.jpg
Golf 6,2009,"250,000 km",57 kW (76 Hp),"4.800
 €",Куманово,//reklama5.mk/photos/big/84a37b6f-018d-469e-9838-6eb45ef9fbd1.jpg
Mercedes c200 cdi 2013godina,2013,"250,000 km",100 kW (134 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/4262803c-9693-4e9e-8d11-64b67f1eaf34.jpg
Nissan Juke 1.5 Dci 2012/13 god Full,2012,"190,000 km",81 kW (109 Hp),"6.800
 €",Штип,//reklama5.mk/photos/big/cde74a76-22fe-41df-bd83-7f54b7ed781a.jpg
Honda Crv 2.2d 2007/8 god Full,2007,"200,000 km",110 kW (148 Hp),"6.990
 €",Штип,//reklama5.mk/photos/big/f5d99ebf-5ac4-4ff4-a157-bc5364e80b26.jpg
mercedes S 320 cdi moze zamena,2007,"250,000 km",320 kW (429 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/f951fb8b-f27b-4ed0-a317-a386b08bfbe7.jpg
Porsche cayenne,2012,"250,000 km",180 kW (241 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/061dda6d-309d-4c09-be5b-c1d9cc0e8719.jpg
Opel Meriva 1.7 cdti 2007 god,2007,"190,000 km",74 kW (99 Hp),"2.400
 €",Штип,//reklama5.mk/photos/big/303cce1d-e7df-4e66-9aea-4abbe5d0f822.jpg
Audi A4 2.0 Tdi 2008/9 god,2008,"200,000 km",106 kW (142 Hp),"7.600
 €",Штип,//reklama5.mk/photos/big/2d7b23ea-0e1c-41b8-8204-d9823b081a0f.jpg
Audi A4 2.0 Tdi 2008/9 god 174 000 km Led,2008,"170,000 km",105 kW (141 Hp),"7.990
 €",Штип,//reklama5.mk/photos/big/79871c69-fb26-4db1-aca6-0bfdd8377b87.jpg
Audi A3 Sportback 2.0 Tdi 2009g Facelift,2009,"190,000 km",103 kW (138 Hp),"5.990
 €",Штип,//reklama5.mk/photos/big/3b3cc324-3848-4915-b852-2a73110821a8.jpg
Mercedes Gla 200Cdi 2015/16 god Avtomatik,2015,"190,000 km",100 kW (134 Hp),"14.490
 €",Штип,//reklama5.mk/photos/big/1b087330-1d7e-4217-8fdd-732d8d58dad3.jpg
* VW PASSAT 1.9 TDI * Bluemotion MODEL 2009 * REG. 07/2026 *,2008,"190,000 km",77 kW (103 Hp),"5.900
 €",Битола,//reklama5.mk/photos/big/89eee32b-1aad-414b-86a3-d31dcc2d5be5.jpg
Seat Exeo 2.0tdi 143ks Sedan Ful Led Xenon,2012,"200,000 km",105 kW (141 Hp),По Договор,Виница,//reklama5.mk/photos/big/9340781b-936f-42d0-9404-74170dbccbe6.jpg
HONDA ACCORD 2.2 CTDi * MODEL 2006 * MOZE ZAMENA,2006,"200,000 km",103 kW (138 Hp),"4.500
 €",Битола,//reklama5.mk/photos/big/dc8e6959-b421-401f-9572-ecd6970a0868.jpg
Alfa Romeo Giulietta 2.0 Multi-Jet 170hp - 2010g,2010,"190,000 km",125 kW (168 Hp),"4.990
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/71c4510c-a62f-4538-a972-8ed96991cd74.jpg
Audi A3 S-Line 2.0TDI 170hp Avtomatik - 2009g,2010,"190,000 km",125 kW (168 Hp),"8.700
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/385bed41-60b0-4089-bb40-312f04855b5a.jpg
* OPEL CORSA 1.2i * TWINPORT * MODEL 2007 *,2006,"180,000 km",59 kW (79 Hp),"2.850
 €",Битола,//reklama5.mk/photos/big/0a0a4155-0eea-470e-b2c0-90e2a323de5b.jpg
Nissan Qashqai 1.5 Dci 2010/11g Facelift,2010,"190,000 km",81 kW (109 Hp),"6.590
 €",Штип,//reklama5.mk/photos/big/2a3cb0bc-7a64-45ae-8305-a1a454318f3b.jpg
BMW 120d SportLine 2.0d 184hp Avtomatik - 2013g,2013,"190,000 km",135 kW (181 Hp),"11.500
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/055b576d-90d1-47d6-987a-8b7efcf03396.jpg
Citroen C4 Cactus 1.6HDI 92hp AVTOMATIK - 2015,2016,"170,000 km",68 kW (91 Hp),"9.500
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/c56c8950-64bf-4a74-a845-37cf411e96b4.jpg
AUDI A4 2.0 TDI AVANT * REG. 11/2025 * MOZE ZAMENA,2008,"200,000 km",103 kW (138 Hp),"7.999
 €",Битола,//reklama5.mk/photos/big/4efb8ce1-cb4f-4eda-b530-6b64a21066b4.jpg
Golf 5 UNITED,2008,"190,000 km",77 kW (103 Hp),"5
 €",Свети Николе,//reklama5.mk/photos/big/2e8bb1d9-2275-41bb-b3c5-c80485780f50.jpg
SEAT LEON 1.9 TDI * MODEL 2007 * BKC (fabricki bez DPF),2006,"200,000 km",77 kW (103 Hp),"4.330
 €",Битола,//reklama5.mk/photos/big/781e1b28-815c-4abe-9150-0b6660b6c331.jpg
Mitsubishi ASX Facelift 1.8d Panorama Servisna - 2013g,2013,"180,000 km",85 kW (114 Hp),"8.700
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/83a53b88-a970-4ee0-9fc7-80d9290e6337.jpg
*** VW GOLF 5 1.9 TDI *** 2009 *** 66 KW (90 HP) ***,2009,"200,000 km",66 kW (89 Hp),"4.990
 €",Битола,//reklama5.mk/photos/big/a6324130-0107-48f8-9caf-c2bf98c0fb62.jpg
Toyota Corolla 2017,2017,"120,000 km",66 kW (89 Hp),"14.500
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/aa07084a-aa2e-4944-978e-d01b5189ced4.jpg
Seat Leon 1.9 Dizel 2006 godina,2006,"300,000 km",77 kW (103 Hp),"3.900
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/4d0424cb-407b-40ef-a962-56e4c7d564f6.jpg
BMW M850i -Alcantara/Laser Headlights/Carbon/530 HP/Panorama,2019,"120,000 km",390 kW (523 Hp),"89.000
 €",Кочани,//reklama5.mk/photos/big/ccf99890-787f-4a67-8071-9541bc393aca.jpg
Opel Astra 1.6CDTI 110hp SERVISNA ISTORIJA - 2018g,2018,"170,000 km",81 kW (109 Hp),"9.990
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/ac6d7f1a-6491-4116-9a07-f0e6ff883a24.jpg
VW PASSAT B8 2.0 TDI 150ks,2015,"200,000 km",110 kW (148 Hp),"12.800
 €",Кавадарци,//reklama5.mk/photos/big/c9e57cd8-a782-4409-bee5-f649c0808fd8.jpg
VW GOLF 1.6 TDI *** MODEL 2013 *** 105 HP,2012,"200,000 km",77 kW (103 Hp),"6.500
 €",Битола,//reklama5.mk/photos/big/e26d6ebd-28d9-435f-a870-3c710fcdbbac.jpg
Touran 1.6 Tdi Bluemotion 2011/12g Highline,2012,"190,000 km",77 kW (103 Hp),"6.800
 €",Штип,//reklama5.mk/photos/big/bc96635b-9e81-49c7-89f3-72577d975de3.jpg
HYUNDAI GETZ 1.4i - KLIMA - REDIZAJN MODEL 2008,,,,"2.399
 €",Битола,//reklama5.mk/photos/big/d186d499-521a-4661-8598-96d3e9aad897.jpg
*** TOYOTA AURIS 2.0 D4-D *** MODEL 2010 ***,2008,"170,000 km",83 kW (111 Hp),"5.650
 €",Битола,//reklama5.mk/photos/big/00c03885-d328-448f-a776-ba0d47d619db.jpg
Mercedes B180D 2017 god Avtomatic,2017,"200,000 km",80 kW (107 Hp),"11.490
 €",Штип,//reklama5.mk/photos/big/94a272da-b6a9-4f55-b644-d51027242c62.jpg
* OPEL MERIVA 1.2i (benzin / plin) * 2010 * MOZE ZAMENA *,2010,"140,000 km",62 kW (83 Hp),"4.399
 €",Битола,//reklama5.mk/photos/big/1c58b368-6c2f-4834-baff-e367b35dbc90.jpg
NISSAN PIXO 1.0 * KLIMA * 2012 * REG. 28.05.2026,2012,"140,000 km",50 kW (67 Hp),"2.999
 €",Битола,//reklama5.mk/photos/big/a15d0d94-302a-4576-add0-447d7c1b5dfe.jpg
BMW  e90 2.0d,2008,"200,000 km",143 kW (192 Hp),"6.200
 €",Тетово,//reklama5.mk/photos/big/4d1db925-9924-44d4-987f-76274f143848.jpg
JAGUAR XF 3.0 Diesel V6 * MODEL 2014 * 286 HP * MOZE ZAMENA,2014,"200,000 km",203 kW (272 Hp),"13.500
 €",Битола,//reklama5.mk/photos/big/d065ce7e-3bde-4112-9239-c1dae7c95795.jpg
Honda Civic 2.2d 08god,2008,"200,000 km",103 kW (138 Hp),По Договор,Илинден / Скопје,//reklama5.mk/photos/big/fbc8705c-a6c9-4e85-a224-4f5d3f15bcc3.jpg
OPEL ASTRA J 1.7 CDTi * MODEL 2015 * FABRIKA * MOZE ZAMENA,2015,"160,000 km",80 kW (107 Hp),"6.500
 €",Битола,//reklama5.mk/photos/big/bf6ee9fb-3be9-4469-bad6-226a0ca93ef7.jpg
KIA SPORTAGE 1.7 CRDI * MODEL 2012 * MOZE ZAMENA,,,,"10.990
 €",Битола,//reklama5.mk/photos/big/54697a0b-20d6-44ae-9080-79dfecaa5fbb.jpg
Opel Antara 2.0CDTI 4x4,2009,"180,000 km",110 kW (148 Hp),"6.700
 €",Штип,//reklama5.mk/photos/big/dea9bb19-e0f9-4298-b994-93281821d4f6.jpg
MAZDA 6 2.0 CD (Diesel) * MODEL 2010 * MOZE ZAMENA,2009,"190,000 km",103 kW (138 Hp),"5.500
 €",Битола,//reklama5.mk/photos/big/939921df-19d5-4afe-afc0-a7435651f67f.jpg
KIA PRO CEED 1.6 CRDI * 2008 * 85 KW * 3 VRATI,2008,"180,000 km",85 kW (114 Hp),"3.650
 €",Битола,//reklama5.mk/photos/big/df7fe0cc-eebb-418e-aba1-8661f06847e3.jpg
OPEL CORSA 1.2i ** MODEL 2007 ** (golem servis),2006,"190,000 km",59 kW (79 Hp),"2.990
 €",Битола,//reklama5.mk/photos/big/00c47437-9d5b-48c8-9647-b9b4982302db.jpg
SKODA OCTAVIJA,2006,"150,000 km",75 kW (101 Hp),"4.600
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/e201735d-7dbc-437b-87b6-d7deb39d6e2b.jpg
VW GOLF 5 1.9 TDI *** UNITED *** 6 BRZINI *** MODEL 2009,2008,"200,000 km",77 kW (103 Hp),"5.250
 €",Битола,//reklama5.mk/photos/big/0653379d-c24c-4f22-8000-b79d99d92bc9.jpg
RENAULT MEGANE 1.5 DCI * MODEL 2009 * 86 HP,2008,"180,000 km",63 kW (84 Hp),"3.999
 €",Битола,//reklama5.mk/photos/big/def7cbc6-0843-4b50-a2c5-987fd239c2c6.jpg
RENAULT LAGUNA 1.5 DCI * INITIALE * PANORAMA * (novi gumi),2008,"200,000 km",81 kW (109 Hp),"3.999
 €",Битола,//reklama5.mk/photos/big/70b2805a-42d2-4d24-a0a6-a869fd5df7a5.jpg
OPEL CROSSLAND 1.2 TURBO 2021 god,2021,"130,000 km",81 kW (109 Hp),По Договор,Кисела Вода / Скопје,//reklama5.mk/photos/big/b3ffe4e3-eef3-4c19-8206-63604dea7133.jpg
MERCEDES - BENZ B170 W245 BENZIN/PLIN,2006,"200,000 km",116 kW (156 Hp),"4.550
 €",Кичево,//reklama5.mk/photos/big/0dc429d8-2530-42f2-873a-8b5b62564db6.jpg
AUDI Q7-NE UVEZUVANO-MOZE ZAMENA,2007,"250,000 km",171 kW (229 Hp),"11.999
 €",Аеродром / Скопје,//reklama5.mk/photos/big/5b61e69b-86c6-4430-a682-6482ce7d160a.jpg
MERCEDES ML 300 CDI 4MATIC 7G TRONIC BESPREKORNA SOSTOJBA-11,2011,"250,000 km",150 kW (201 Hp),"12.800
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/d35e94fc-c8e4-46ea-8733-ea64afdfb867.jpg
GOLF 6 1.6 benzin-plin BLUFUEL MATRIX,2010,"180,000 km",75 kW (101 Hp),"6.999
 €",Бутел / Скопје,//reklama5.mk/photos/big/d754a16a-be32-45b0-8b05-90f5c3728137.jpg
ALFA ROMEO 156  REDESIGNED 2004-2005,2004,"200,000 km",85 kW (114 Hp),"2.500
 €",Битола,//reklama5.mk/photos/big/cc0940b2-fe0a-42a7-96a5-71444346fe52.jpg
Mercedes ML320,2006,"250,000 km",165 kW (221 Hp),"9.000
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/ba34cdb9-ffca-4a1e-8ab5-cf24fdf4e149.jpg
Peugeot 508,2013,"200,000 km",82 kW (110 Hp),"8.700
 €",Неготино,//reklama5.mk/photos/big/0da2f816-1042-4da7-bb47-f6e1b5282fc0.jpg
Daihatsu Terios 1.5i 4x4 Full Oprema,2006,"200,000 km",77 kW (103 Hp),"5.700
 €",Битола,//reklama5.mk/photos/big/37f60279-9524-42dd-88cc-6cfd445b570c.jpg
VW TIGUAN HIGHLINE 2.0TDI 190KS (4x4) 4Motion,2017,"190,000 km",140 kW (188 Hp),"24.000
 €",Тетово,//reklama5.mk/photos/big/83d12cd9-ff02-4a60-bb9f-4d7f0178419b.jpg
Продавам Mercedes A170,2005,"150,000 km",82 kW (110 Hp),"3.150
 €",Аеродром / Скопје,//reklama5.mk/photos/big/5cf4119a-17f8-45e9-8cce-0929241aae91.jpg
RENAULT LAGUNA 1.5DCI,2008,"200,000 km",81 kW (109 Hp),По Договор,Гостивар,//reklama5.mk/photos/big/9e8e1bf5-af1d-4cce-98cf-58d57832b9b4.jpg
Bmw 118d,2015,"15,000 km",105 kW (141 Hp),"1
 €",Куманово,//reklama5.mk/photos/big/402e7dfc-21cf-4fb2-9c7d-d5261bcf8a5d.jpg
Peugeot 308 1.6 Hdi,2008,"15,000 km",66 kW (89 Hp),"1
 €",Куманово,//reklama5.mk/photos/big/9c9aa37b-8f25-4c69-9ced-815e77699cb5.jpg
VW PASAT B8.5 2.0 TDI 150 ks DSG,2021,"170,000 km",110 kW (148 Hp),"1
 €",Ресен,//reklama5.mk/photos/big/e044ebba-65a1-4ea5-aea7-d83f441664c7.jpg
Citroen C1 1.0 2008 Klima,2008,"180,000 km",50 kW (67 Hp),"2.990
 €",Битола,//reklama5.mk/photos/big/75fd365c-47de-4c20-98f3-1242832eb44f.jpg
Nissan Qashqai Automatic,2018,"60,000 km",85 kW (114 Hp),"16.900
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/16ded097-8d8f-4e1f-a436-9a1bb2d96709.jpg
FIAT LINEA 1.3 MULTIJET NEUVEZUVANA,2008,"250,000 km",66 kW (89 Hp),По Договор,Гостивар,//reklama5.mk/photos/big/e823576b-5358-4f72-bef9-1a485cabdfc8.jpg
BMW Z4 s Drive 2.0i Kilometraza,2014,"80,000 km",135 kW (181 Hp),"23.900
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/d4574f7c-45bb-450a-898a-7c1ab52f8b35.jpg
OPEL CORSA C 1.2 BENZIN--TWINPORT-COSMO-MODEL 2006!!!NOVA!!!,2006,"190,000 km",59 kW (79 Hp),"3.200
 €",Битола,//reklama5.mk/photos/big/9c927089-6f9f-4f08-ab09-ea9163348e33.jpg
Opel Vectra B,2001,"190,000 km",92 kW (123 Hp),"1.600
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/b147f848-b92e-49df-82ba-ddeb8e069cf2.jpg
Golf VII 2.0,2013,"200,000 km",110 kW (148 Hp),"1
 €",Тетово,//reklama5.mk/photos/big/39c5e04d-7e75-42bc-bd55-31712f9da585.jpg
Golf 6 2.0tdi 110ks,2009,"250,000 km",110 kW (148 Hp),"6.200
 €",Битола,//reklama5.mk/photos/big/e0044550-b196-4956-a551-94aac4a54a4c.jpg
Mazda CX 5 Exclusive Line Automatic 2.2 SkyactiveD,2019,"110,000 km",112 kW (150 Hp),"21.900
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/23db9fb6-db03-4282-a40e-8eadf3e208f8.jpg
Seat ibiza 1.4tdi,2010,"180,000 km",59 kW (79 Hp),"4.600
 €",Битола,//reklama5.mk/photos/big/0538bbd6-e24a-432c-8ef1-b26c04a6f898.jpg
MERCEDES A180 CDI DPF 109KS 2014G...AVANTGARDE..BUKVALNO NOV,2014,"180,000 km",80 kW (107 Hp),"11.500
 €",Битола,//reklama5.mk/photos/big/7cdbe26f-249b-4ad2-af97-a05026c1644d.jpg
VW TIGUAN 2.0TDI DPF 140KS 2011G..BLUEMOTION...NAVI...KAMERA,2011,"200,000 km",103 kW (138 Hp),"9.500
 €",Битола,//reklama5.mk/photos/big/4886d5e4-3a4c-44d8-8b45-0e6b78d282e3.jpg
MAZDA 3 1.6HDI 109KS 2011G...REDIZAJN...FUL OPREMA!,2011,"200,000 km",80 kW (107 Hp),"5.500
 €",Битола,//reklama5.mk/photos/big/1c950f99-ffd9-42eb-80e7-3a6a92c7b630.jpg
Punto 1.3 evo 2011 reg uste 2 meseca fabrika  4 novi gumi zi,2011,"190,000 km",66 kW (89 Hp),"4.300
 €",Штип,//reklama5.mk/photos/big/40e0b357-2a68-451a-b881-b5f71e10bb20.jpg
MERCEDES C200 CDI DPF 136KS 2013G...AVANTGARDE...KAKO NOV!,2013,"200,000 km",100 kW (134 Hp),"11.400
 €",Битола,//reklama5.mk/photos/big/16bc339d-5915-4bbd-a90d-29f90fc70b3e.jpg
Se prodava matiz 2004 god Reg do 07.2026 Klima  Elk na stakl,2005,"170,000 km",50 kW (67 Hp),"1.200
 €",Штип,//reklama5.mk/photos/big/fb164437-a0ad-49fe-b47d-daa5cd226b95.jpg
OPEL INSIGNIA 1.8 BENZIN/PLIN NEUVEZUVANA,2009,"190,000 km",103 kW (138 Hp),"6.200
 €",Битола,//reklama5.mk/photos/big/8e42d540-9cf1-47cd-a570-7d5a68346087.jpg
FIAT DOBLO 1.3MULTIJET 2015 GOD...TOVARNO,2015,"200,000 km",66 kW (89 Hp),"5.900
 €",Битола,//reklama5.mk/photos/big/af8cdede-dfbe-4b28-9d8c-b1437adfd9f0.jpg
VW CADDY 1.6 TDI 75 KS 2013 GOD...TOVARNO...PICKUP!,2013,"200,000 km",55 kW (74 Hp),"6.400
 €",Битола,//reklama5.mk/photos/big/36132471-fda2-4918-97f8-320d1bc5a595.jpg
BMW G11 730D X-DRIVE M-PACKET!!!,2018,"190,000 km",195 kW (261 Hp),"1
 €",Битола,//reklama5.mk/photos/big/369235fc-d51c-4e0b-a6e0-4520db771f0e.jpg
MERCEDES BENZ W205 C220 CDI BLUETEC AMG LOOK ILS LIGHTS 2018,2018,"200,000 km",125 kW (168 Hp),"1
 €",Битола,//reklama5.mk/photos/big/e934cb9e-7c7e-4ce2-845d-5ac3c97134cb.jpg
MERCEDES BENZ W212 E220 CDI BLUETEC 9G TRONIC 2016!,2016,"200,000 km",125 kW (168 Hp),"1
 €",Битола,//reklama5.mk/photos/big/0fda8971-27ac-45cc-8262-c77f9aef0cce.jpg
BMW F20 120d 184 HP 8 BRZINI URBAN LINE 2012!,2012,"200,000 km",135 kW (181 Hp),"1
 €",Битола,//reklama5.mk/photos/big/4d9d9661-a1c0-45fa-b2a7-3ce744482646.jpg
SKODA FABIA 1.0 MPI 75KS PETROL 2018G VO TOYOTA SKOPJE,2018,"95,000 km",55 kW (74 Hp),"7.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/a75b1f0a-08de-41bb-91ad-5b238d5cdaa4.jpg
DACIA DUSTER 1.33 TCI 150KS LIMITED 4X2 2021G VO TOYOTA,2018,"120,000 km",110 kW (148 Hp),"15.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/9653e7bd-f06a-4b7f-b46d-46a6f44163b7.jpg
Hyundai SantaFe 2.2crdi,2015,"180,000 km",144 kW (193 Hp),По Договор,Скопје Центар / Скопје,//reklama5.mk/photos/big/c50181ce-2b94-4184-84fe-3bceb6f66f96.jpg
SEAT IBIZA 1.0 BENZIN PLIN 70KS STYLE 2019G VO TOYOTA,2019,"100,000 km",51 kW (68 Hp),"10.499
 €",Карпош / Скопје,//reklama5.mk/photos/big/025c4967-8b85-44cb-ba4f-89c32fd280e7.jpg
RENAULT CLIO 1.5 DCI 75KS LIMITED 2017/2018G VO TOYOTA,2017,"100,000 km",55 kW (74 Hp),"9.000
 €",Карпош / Скопје,//reklama5.mk/photos/big/0b6dbe2f-e911-4793-99c5-926d7182445d.jpg
NISSAN QASHQAI 1.6 DIZEL 130KS AUTOMATIC VO TOYOTA SKOPJE,2014,"140,000 km",95 kW (127 Hp),"13.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/1d6a81bf-b285-43df-b912-debf33b074ce.jpg
MINI ONE 5 DOOR 1.5 TURBO 136HP BITONE FLAG 2019G VO TOYOTA,2019,"120,000 km",100 kW (134 Hp),"13.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/2b3e0ac5-9832-4604-b124-eadb5c197e58.jpg
SKODA OCTAVIA 1.6 TDI 116KS 4X4 EXECUTIVE 2019G VO TOYOTA,2019,"130,000 km",85 kW (114 Hp),"13.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/c5569fed-a1b6-44f0-be51-fa434d2e0c82.jpg
"VOLKSWAGEN PASSAT B8,5 2.0 TDI 150KS BUSSINES VO TOYOTA",2021,"130,000 km",110 kW (148 Hp),"21.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/7c4cf7b3-e895-4289-b67c-017d0ec873ff.jpg
Alfa romeo 156 1.9 jtd,2004,"20,000 km",77 kW (103 Hp),"3.000
 €",Битола,//reklama5.mk/photos/big/04e45919-36aa-467e-b15f-41e490ff8fb0.jpg
Seat Altea XL 4x4 facelif 1.9tdi 77kw 6 brzini,2010,"190,000 km",77 kW (103 Hp),"7.500
 €",Аеродром / Скопје,//reklama5.mk/photos/big/cb07a3c4-8897-4214-822c-31ddb3259fa6.jpg
Opel corsa D 1.3cdti 2007 OPC oprema,2007,"160,000 km",66 kW (89 Hp),"4.000
 €",Прилеп,//reklama5.mk/photos/big/6777f029-c6c0-4295-83b9-32cbbfd75aa5.jpg
Се продава AUDI A6 3 × S-Line Automatic S-tronik,2015,"130,000 km",110 kW (148 Hp),"21.400
 €",Битола,//reklama5.mk/photos/big/283b4155-9ad1-482a-9c7d-1f9496414034.jpg
Volkswagen Polo 1.2 Dizel BlueMotion 2011,2011,"140,000 km",55 kW (74 Hp),"4.900
 €",Куманово,//reklama5.mk/photos/big/51f97a96-a1a0-4c61-bb73-72fb8e0759c8.jpg
Audi A3 2.0TDI 150ks 2014,2014,"200,000 km",110 kW (148 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/63ed8b32-08b4-421b-95d8-1b8346b7a119.jpg
Polo 1.2 benzin plin,2010,"200,000 km",44 kW (59 Hp),"5.000
 €",Бутел / Скопје,//reklama5.mk/photos/big/1c8eb99d-d8be-498d-a729-7724ff1612d5.jpg
Alfa Romeo 147 1.9 jtdm,2007,"200,000 km",88 kW (118 Hp),"2.500
 €",Чучер Сандево / Скопје,//reklama5.mk/photos/big/ea641655-162e-4892-b5c2-0798b8b3d978.jpg
VW Caddy 1.6 TDI Maxi Comfortline 7 sedista,2012,"190,000 km",75 kW (101 Hp),"9.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/d1ee79ee-ca80-49a7-8baf-bf96e762f9bf.jpg
VW Tiguan 2.0 TDI DSG Panorama,2019,"140,000 km",110 kW (148 Hp),"23.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/da3ff386-7a2d-43d3-9056-d9431af547a9.jpg
Peugeot 2008 Allure 1.5 HDi 130CV  Automatik,2022,"180,000 km",96 kW (129 Hp),"18.400
 €",Карпош / Скопје,//reklama5.mk/photos/big/b8f0bd9f-00f1-4f0e-84c5-c405dacfd851.jpg
Peugeot 208 1.6 eHDI 2015,2015,"200,000 km",55 kW (74 Hp),"6.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/3bd24596-1dd0-4c83-a764-622f6932f002.jpg
KIA Sportage  1.7 CRDI Automatik ACTIVE BUSINES 2WD,2019,"160,000 km",104 kW (139 Hp),"16.700
 €",Карпош / Скопје,//reklama5.mk/photos/big/d7d85e42-635f-4c11-b60d-e2c475c9590b.jpg
BMW 116d 2013,2013,"200,000 km",85 kW (114 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/d7746a69-f59f-4929-875a-f653dc6f1cea.jpg
CITROEN C3 1.4 HDI--REDIZAJN--MODEL 2012--NOVO VOZILO!!!!!,2012,"190,000 km",50 kW (67 Hp),"5.390
 €",Битола,//reklama5.mk/photos/big/d46ea87a-25dd-4709-99e9-0cbf4347aadc.jpg
"PEUGEOT 3008 1,6 E-HDI 120 KS AUTOMATIC 2016 MAKS OPREMA !",2016,"170,000 km",88 kW (118 Hp),"9.850
 €",Кочани,//reklama5.mk/photos/big/07662e29-e1e7-41a5-ab3b-00ddd25741c6.jpg
BMW X1 X-Drive 18d 2.0 150ps X-Line,2018,"160,000 km",110 kW (148 Hp),"20.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/da55dc14-97e8-4066-b114-87a55e522dc0.jpg
"VW CADDY MAXI, 2010, 1.9tdi",2010,"200,000 km",77 kW (103 Hp),"7.700
 €",Куманово,//reklama5.mk/photos/big/a2b71031-cca4-4236-96d0-9db0e11f3009.jpg
MERCEDES A 150 BENZIN PLIN. AVANGARD 2006 god.,2006,"190,000 km",70 kW (94 Hp),"3.200
 €",Прилеп,//reklama5.mk/photos/big/aed5462b-95ec-42db-97d1-30078ac48855.jpg
"OPEL MERIVA 1.6 BENZIN.2008.EKSTRA.155.000KM.., CH",2008,"140,000 km",77 kW (103 Hp),"3.200
 €",Прилеп,//reklama5.mk/photos/big/06d8c764-da6b-416a-a010-fd26189baf94.jpg
AUDI A3 2.0 TDI.. 110 KWKAKO NOVO FUL LED.. S-LINE,2013,"180,000 km",110 kW (148 Hp),"11.000
 €",Прилеп,//reklama5.mk/photos/big/15414dc8-34ad-4510-8903-fd6e353970e4.jpg
FORD FOCUS ZA DELOVI 1.8 T.D,,,,"111
 €",Чучер Сандево / Скопје,//reklama5.mk/photos/big/efe74312-a093-430d-80a3-eaf9df537107.jpg
Fokus delovi 1.8tdi 66kw_90KS,2001,"160,000 km",66 kW (89 Hp),"11
 €",Чучер Сандево / Скопје,//reklama5.mk/photos/big/26e2583a-5fc8-4947-b302-831f1a72f41e.jpg
Mazda CX-5 2.2D 110kw (150ks) AWD,2015,"160,000 km",110 kW (148 Hp),"15.300
 €",Аеродром / Скопје,//reklama5.mk/photos/big/a0bcf95c-765a-44e1-bcc6-6c919a1aad23.jpg
Fiat Doblo 1.3multijet,2015,"170,000 km",66 kW (89 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/eedbd720-c67e-49a9-94ac-015002d258ba.jpg
